cust_unique_id,age,gender,ethnicity_group,geo_region,net_salary,other_income,observed_income,housing_spend,childcare_spend,gambling_spend,observed_surplus,credit_score,savings_bal_lbg,annual_net_savings_lbg
119,57,F,White British,Southeast,66562.57,NA,66562.57,NA,0,500.88,66061.69,2071.25,1808950.15,32488.42
120,65,F,White British,Southeast,67930.17,NA,67930.17,30415.41,0,527.29,56419.67,2045.96,2181796.6,24445.76
121,60,F,White British,Southeast,63538.9,18228.66,81767.55,22560.83,0,0,59206.73,2036.28,2001729.31,26238.86
122,34,M,White British,Southeast,69883.18,18381.55,88264.73,27568.74,0,0,60695.98,2116.3,531720.24,28026.88
123,20,F,White British,Scotland,46878.86,7762.24,54641.1,23497.99,0,640.18,30502.93,1524.52,0,15144.86
124,64,M,White British,Southeast,73382.63,NA,73382.63,24989.07,0,0,68646.56,2292.96,2608463.84,28734.3
125,18,F,White British,Southeast,57921.43,17951.21,75872.64,25463.07,0,0,50409.57,1927.61,0,21261.43
126,66,F,White British,Scotland,55378.29,11780.3,67158.58,NA,0,0,67158.58,1796.41,1790602.95,36462.24
127,50,M,South Asian,Southeast,63137.13,19353.58,82490.71,NA,0,0,82490.71,2086.49,1400852.04,34053.44
128,55,M,White British,Scotland,57706.17,11028.16,68734.33,22032.43,0,0,46701.9,1830.28,1346632.8,27877.82
129,35,M,White British,Southeast,65869.69,18843.05,84712.74,31674.89,0,503.25,52534.61,1983.96,506695.49,24189.12
130,24,M,White British,Southeast,68400.25,18512.87,86913.13,30652.13,0,0,56261,1983.16,0,18464.81
131,45,M,White British,Scotland,53381.55,12129.58,65511.13,22137.13,0,0,43374,1784.48,831012.5,27060.93
132,25,M,White British,Midlands,52562.38,9261.09,61823.47,NA,0,508.46,61315.01,1608.21,3015.73,12463.04
133,31,M,White British,Southeast,67913.88,19550.74,87464.62,30162.17,0,0,57302.45,2079.4,339753.81,0
134,30,F,White British,Southeast,64637.48,19687.38,84324.86,29805.07,0,0,54519.79,1977.8,269894.25,0
135,28,F,South Asian,Southeast,56109.03,16704.56,72813.59,26295.95,0,0,46517.64,1820.87,141568.25,22330.56
136,53,F,White British,Southwest,46674.36,8342.03,55016.39,18670.28,0,0,36346.11,PROMO34,968023.81,21570.31
137,29,M,White British,Midlands,51243.58,10153.74,61397.32,23581.02,7788.93,0,30027.37,1467.32,117258.04,15343.97
138,52,F,White British,Southeast,66229.84,18732.4,84962.24,NA,0,0,84962.24,1950.29,1429584.94,30468.52
139,48,M,White Other,Southeast,62810.94,18379.16,81190.1,24913.51,0,0,56276.59,1979.74,1254039.41,0
140,45,F,White British,Scotland,52389.19,9704.14,62093.33,21316.79,0,0,40776.54,1734.49,782991.91,0
141,42,M,White British,Southwest,51320.87,8346.41,59667.28,22330.49,0,0,37336.8,1675.76,604749.15,21287.51
142,36,F,White British,Southeast,61854.65,18840.44,80695.09,NA,0,501.18,80193.91,1962.03,583957.34,24041.02
143,45,Other,White British,Scotland,51036.43,7941.96,58978.38,18065.45,9291.33,0,31621.6,1520.43,600073.25,18178.67
144,43,M,White British,Southeast,72391.44,22157.65,94549.09,NA,0,0,94549.09,2189.73,1108644.67,28221.28
145,25,M,White British,Southwest,51705.55,10741.11,62446.66,NA,0,0,62446.66,1657.56,3239.5,20562.29
146,52,M,White British,Scotland,58174.3,NA,58174.3,NA,0,0,58174.3,1810.71,1161311.45,24865.36
147,57,M,White British,Midlands,57906.13,10425.76,68331.89,NA,0,0,68331.89,1914.05,1498141.88,33907.14
148,50,F,White British,North,51912.5,7787.19,59699.69,NA,0,0,59699.69,1643.51,932864.58,25084.33
149,66,M,White British,Southeast,70161.84,20237.26,90399.1,26103.63,0,0,64295.47,2191.91,2556884.48,27404.06
150,64,F,White British,Southeast,63403.42,16663.09,80066.51,22753.8,0,0,57312.71,2074.07,2157700.16,24961.19
151,56,F,White British,Southeast,67195.87,19198.51,86394.38,27543.13,0,0,58851.25,2044.22,1768285.2,35096.69
152,16,M,White British,Scotland,51204.3,10015.48,61219.78,24261.16,0,0,36958.62,1624.42,0,17604.66
153,19,M,White British,Southwest,57777.55,11591.13,69368.69,26177.34,0,0,43191.35,1779.83,0,17464.96
154,43,M,White British,Scotland,56153.1,10072.54,66225.64,26009.34,0,0,40216.3,1656.62,689398.83,0
155,34,F,White British,Southeast,65869.44,18687.73,84557.17,NA,0,0,84557.17,1992.71,463612.81,22965.35
156,59,M,White British,Southeast,73883.09,20128.95,94012.04,26415.17,0,519.17,67077.7,2268.23,2222175.53,29829.48
157,58,M,White British,Southwest,60202.74,10228.62,70431.36,24551.61,0,0,45879.75,1850.01,1447239.77,35251.73
158,21,M,Afro-Carribbean,Southwest,45020.43,6999.1,52019.53,20530.28,0,501.08,30988.17,1546.67,0,14139.34
159,25,M,White British,Southwest,52302.24,10108.93,62411.17,22640.34,0,0,39770.84,1712.7,8490.66,19723.73
160,56,F,White British,Scotland,50666.79,11737.43,62404.22,21692.35,0,0,40711.87,1701.56,1201568.1,0
161,49,M,White British,Southeast,70316.74,21544.7,91861.44,NA,0,0,91861.44,2103.29,1423048.43,0
162,40,F,White British,Wales,49372.02,10574.46,59946.48,21763.58,0,0,38182.89,1692.26,544566.51,19259.13
163,51,M,White British,Scotland,60023.03,11523.39,71546.41,24987.41,0,0,46559,1782.8,1166105.46,25086.86
164,42,M,White British,Wales,55533.01,NA,55533.01,23187.91,0,0,42264.7,1770.7,684575.31,23640.26
165,39,F,White British,Southwest,50908.15,9982.21,60890.36,22127.78,0,0,38762.58,1628.02,511404.67,0
166,35,M,White British,Scotland,56256.92,7974.31,64231.23,21066.75,0,0,43164.48,1745.33,412855.63,22429.81
167,33,F,White British,Scotland,47690.01,10551.56,58241.57,NA,0,0,58241.57,1619.06,277867.35,20487.86
168,20,M,White British,North,51025.82,9108.64,60134.46,23230.03,0,0,36904.43,1640.59,0,15775.81
169,51,F,White British,Scotland,49783.89,NA,49783.89,19636.35,0,0,41932.7,1757.79,1039146.83,24673.31
170,29,F,White British,Midlands,48011.99,10462.74,58474.73,21962.86,0,0,36511.87,1605.6,141023.35,17321.5
171,20,F,White British,Southwest,49342.25,8214.33,57556.59,22719.57,10965.52,0,23871.5,1352.12,0,16699.76
172,42,F,White British,Scotland,51351.43,8755.5,60106.92,23346.43,0,0,36760.5,1604.51,592377.09,21121.44
173,46,M,South Asian,Scotland,48757.38,8866.87,57624.25,NA,0,0,57624.25,1649.03,719237.53,21573.4
174,43,F,White British,Southwest,49480.65,8828.74,58309.39,23712.69,0,0,34596.7,1590.23,587760.67,22484.09
175,45,M,South Asian,Scotland,48286.99,10216.61,58503.6,22341.03,0,0,36162.57,1615.55,687838.07,21702.61
176,23,M,White Other,Scotland,47067.48,6318.76,53386.24,19325.76,0,0,34060.48,1532.73,0,0
177,25,M,White Other,Southwest,44141.58,NA,44141.58,20007.68,0,0,24133.9,1371.25,4865.07,14599.62
178,40,M,White British,Southeast,70693.03,NA,70693.03,30779.87,0,0,58679.54,2038.41,857759.59,0
179,34,F,White Other,Scotland,38659.86,0,38659.86,15992.62,0,0,22667.23,PROMO34,188032.28,0
180,56,M,White British,Wales,56714.51,9412.61,66127.12,22519.38,0,0,43607.74,1775.8,1292906.15,29541.2
181,31,F,White British,Southeast,62263.44,NA,62263.44,27591.76,9822.45,0,44199.32,1806.45,256594.24,19607.08
182,62,F,White British,Scotland,52451.06,10116.44,62567.5,18021.2,0,500.43,44045.86,1814.61,1559054.91,26476.25
183,21,M,White British,Scotland,52213.66,11604.06,63817.72,NA,12048.49,0,51769.23,1431.34,0,11463.52
184,39,F,Other,Southwest,-1000,0,41964.94,NA,0,0,41964.94,1424.65,341405.99,12950.55
185,49,F,White British,Southeast,63111.73,NA,63111.73,NA,0,0,63111.73,2010.76,1270800.12,29609.93
186,4,F,White British,Scotland,52362.23,9074.37,61436.6,18296.8,0,0,43139.8,1714.82,1734510.05,32130.68
187,61,F,White Other,Midlands,42740.22,0,42740.22,NA,0,0,42740.22,1417.09,913570.02,0
188,28,F,White British,Southeast,61744.41,20309.61,82054.02,28274.46,0,0,53779.55,1936.98,161814.89,23992.56
189,64,F,White British,Southeast,65164.7,19513.89,84678.59,24916.71,0,0,59761.88,2075.04,2262590.03,27213.91
190,44,F,White British,Southeast,64994.56,NA,64994.56,28376.28,12010.23,0,45656.19,1839.54,832057.52,25845.15
191,61,M,White British,Southeast,73419.1,19258.01,92677.11,31042.28,0,500.08,61134.76,2103.3,2139489.21,27768.25
192,22,M,White British,Southeast,66947.49,21194.44,88141.94,NA,0,0,88141.94,2097.45,0,20841.55
193,62,F,South Asian,Southeast,60184.42,17882.49,78066.91,24359.04,0,0,53707.87,1932.66,1915790.21,38803.98
194,62,F,Other,Southwest,45209.05,7884.05,53093.1,20309.79,0,0,32783.32,1584.79,1140197.62,25205.43
195,41,M,White British,Southeast,67287.28,19086.05,86373.33,29188.34,0,0,57184.99,2057.72,886982.18,26549.8
196,19,M,White British,Southeast,63563.09,18497.63,82060.72,27654.15,0,0,54406.57,1946.61,0,24002.13
197,57,M,South Asian,Scotland,44969.73,0,44969.73,15572.59,0,0,29397.14,1445.09,881581.96,24454.55
198,34,F,White British,Southeast,60679.6,17434.86,78114.46,29626.93,0,0,48487.53,1901.5,423809.33,21208.03
199,26,M,White British,Southeast,68936.29,19238.92,88175.21,31962.28,0,0,56212.93,PROMO34,61230.25,26024.02
200,28,M,White British,Southeast,62517.13,NA,62517.13,26601.87,8683.18,0,46720.74,1805.06,139801.02,19322.27
201,67,F,White British,Southeast,70683.39,21012.94,91696.33,27847.32,0,0,63849.01,2127.96,2600605.37,0
202,62,F,South Asian,Southeast,54664.87,15860.09,70524.95,23079.65,0,0,47445.3,1833.19,1682080.82,32970.07
203,54,M,Afro-Carribbean,Southeast,61690.67,17933.1,79623.78,24324.98,0,0,55298.8,2015.56,1552601.47,0
204,26,F,White British,Southeast,62428.74,18858.21,81286.95,27277.23,0,0,54009.71,1965.15,57376.82,17552.62
205,24,F,White British,Southeast,61911.48,20321.97,82233.45,33020.11,0,0,49213.34,1838.31,0,20559.74
206,29,F,White British,Southwest,46981.34,10876.62,57857.96,22240.83,0,0,35617.13,1568.95,137251.35,13816.16
207,51,F,White British,Southeast,66375.52,20038.85,86414.37,30398.99,0,604.09,55411.29,1981.08,1394225.01,28179.34
208,23,M,White British,Southeast,64073.75,20968.27,85042.02,NA,0,0,85042.02,1983.23,0,20036.94
209,47,F,White British,Scotland,47859.35,8379.08,56238.43,21101.56,0,0,35136.87,1589.48,733980.47,22253.72
210,21,M,White British,Southwest,51596.37,12005.28,63601.66,25282.75,0,0,38318.91,1656.29,0,16374.95
211,42,F,South Asian,Scotland,42986.99,0,42986.99,NA,0,0,42986.99,1442.9,457376.44,18911.57
212,53,M,White British,Southeast,72238.21,24287.78,96525.98,34917.74,0,0,61608.25,2111.12,1668875.61,34307.19
213,41,F,White British,Scotland,48054.38,8847.86,56902.24,19536.46,0,0,37365.78,1624.03,571465.8,22542.34
214,41,F,White British,Scotland,51350.89,NA,51350.89,23418.3,0,0,38862.47,1692.78,590466.51,18935.54
215,43,F,South Asian,Southeast,54516.43,16370.42,70886.85,24529.62,0,0,46357.22,1832.95,803455.9,24198.08
216,58,F,White British,Southeast,65717.5,21269.35,86986.86,26956.33,0,0,60030.52,2075.17,1914482.38,38048.2
217,67,M,White British,Scotland,60268.28,15705.65,75973.93,20987.01,0,0,54986.92,1998.56,2233504.1,28782.98
218,20,F,White British,Scotland,47275.79,8071.44,55347.22,23508.54,0,0,31838.68,1541.6,0,0
219,45,F,White British,Scotland,49810.99,7907.61,57718.6,NA,0,0,57718.6,1575.67,684281.16,20683.41
220,55,F,White Other,Southeast,55274.1,16900.32,72174.43,25628.36,0,0,46546.07,1810.76,1347863.92,29506.54
221,44,F,White British,North,49368.94,8608.75,57977.68,22175.24,7578.26,0,28224.18,1501.1,502209.45,16224.51
222,43,M,South Asian,Scotland,43707.11,0,43707.11,NA,0,0,43707.11,1411.99,447717.98,20911.83
223,45,F,White British,Southeast,65653.2,18904.89,84558.08,29320.34,0,0,55237.74,2005.22,1065996.11,34449.54
224,21,F,White British,Southeast,57956.23,NA,57956.23,NA,0,0,57956.23,1888.42,0,18511.59
225,24,M,White British,Scotland,49029.46,7026.9,56056.35,21878.14,0,0,34178.21,1605.82,0,18469.13
226,65,F,White British,Scotland,54042.34,10230.08,64272.42,19269.56,0,0,45002.86,PROMO34,1725666.11,30443.67
227,48,F,South Asian,Southeast,55973.77,17047.16,73020.93,NA,0,0,73020.93,1855.84,1058313.91,25837.41
228,37,F,White British,Wales,49931.14,11957.5,61888.64,25104.28,0,0,36784.36,1603.07,420647.61,19459.21
229,61,F,White British,Southeast,68462.31,21541.47,90003.78,28498.76,0,0,61505.02,2160.19,2150133.45,28237.06
230,54,F,White British,Southeast,64633.13,NA,64633.13,27948.43,0,0,53933.3,PROMO34,1508463.8,32517.8
231,41,M,White British,Southeast,70838.66,19503.44,90342.1,NA,0,0,90342.1,2105.4,944698.41,27234.62
232,42,M,White British,Southeast,68591.75,NA,68591.75,28148.56,0,0,59605.97,2073.21,986244.2,29835.84
233,54,M,White British,Scotland,56418.72,NA,56418.72,24612.78,0,0,42381.96,1706.12,1173438.84,26638.96
234,50,F,White British,Southeast,63399.17,20447.24,83846.4,29928.2,0,0,53918.2,1961.67,1305478.57,32669.81
235,42,F,White Other,Scotland,39131.71,0,39131.71,14898.29,0,0,24233.42,1405.88,386767.65,18291.27
236,19,F,White British,Scotland,46593.33,8693.14,55286.47,20806.84,0,0,34479.63,1580.46,0,14532.38
237,17,M,White British,Southeast,64820.43,17980.64,82801.07,29806.32,0,0,52994.76,1961.29,0,18386.92
238,26,F,White Other,Southeast,54166.56,19306.78,73473.34,28254.74,0,0,45218.59,1767.92,45941.82,18969.58
239,23,F,White British,Southeast,61289.3,18169,79458.3,25582.32,0,0,53875.98,1933.78,0,17884.68
240,37,F,White Other,Southeast,51441.17,13553.77,64994.93,23443.42,0,0,41551.52,1717.9,477305.48,19811.87
241,22,F,White British,Southeast,59105.52,17314.62,76420.14,NA,0,0,76420.14,1840.25,0,20413.04
